,Unnamed: 0,callsign,number,icao24,registration,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2,ident,type,name,elevation_ft,iso_country,iso_region,municipality,iata_code,local_code,coordinates
20366,1896595,AAL1040,AA1040,adb014,N981NN,B738,KMSP,KPHX,2019-01-28 13:00:44+00:00,2019-01-28 15:49:12+00:00,2019-01-28 00:00:00+00:00,44.89027404785156,-93.24057442801342,609.6,33.441032797603285,-112.051298180405,441.96,KPHX,large_airport,Phoenix Sky Harbor International Airport,1135.0,US,US-AZ,Phoenix,PHX,PHX,"-112.01200103759766, 33.43429946899414"
20368,1896643,AAL1340,AA1340,acf5be,N934NN,B738,KDCA,KMIA,2019-01-28 13:01:31+00:00,2019-01-28 15:27:51+00:00,2019-01-28 00:00:00+00:00,38.86541748046875,-77.03989443571669,0.0,25.80491638183594,-80.25360107421875,106.68,KMIA,large_airport,Miami International Airport,8.0,US,US-FL,Miami,MIA,MIA,"-80.29060363769531, 25.79319953918457"
20382,1897305,BAW279,BA279,406d79,G-ZBKC,B789,EGLL,KSJC,2019-01-28 13:13:31+00:00,2019-01-28 23:37:30+00:00,2019-01-28 00:00:00+00:00,51.47749328613281,-0.4769402581292184,0.0,37.35914611816406,-121.9260357795877,-15.24,KSJC,large_airport,Norman Y. Mineta San Jose International Airport,62.0,US,US-CA,San Jose,SJC,SJC,"-121.929001, 37.362598"
20384,1897468,AFR338,AF338,396447,F-GZCH,A332,LFPG,KSEA,2019-01-28 13:16:08+00:00,2019-01-28 23:00:25+00:00,2019-01-28 00:00:00+00:00,49.021275407176894,2.526927747224506,0.0,47.40536499023438,-122.30831909179692,160.02,KSEA,large_airport,Seattle Tacoma International Airport,433.0,US,US-WA,Seattle,SEA,SEA,"-122.308998, 47.449001"
20392,1897750,UAL2392,UA2392,a2b0ed,N27246,B738,KSAT,49TA,2019-01-28 13:21:22+00:00,2019-01-28 13:53:22+00:00,2019-01-28 00:00:00+00:00,29.502015194650426,-98.42963723575365,609.6,29.89137811175847,-95.06410486557904,1082.04,49TA,small_airport,Roeder Airport,49.0,US,US-TX,Crosby,,49TA,"-95.01740264892578, 29.8966007232666"
20402,1897952,UAL866,UA866,aa5690,N76504,B738,KRDU,KDEN,2019-01-28 13:25:07+00:00,2019-01-28 17:07:49+00:00,2019-01-28 00:00:00+00:00,35.89668273925781,-78.77477645874023,0.0,39.844482421875,-104.64155114215347,1531.62,KDEN,large_airport,Denver International Airport,5431.0,US,US-CO,Denver,DEN,DEN,"-104.672996521, 39.861698150635"
20411,1898265,UAL796,UA796,a494e9,N39461,B739,KIAD,KLAS,2019-01-28 13:31:12+00:00,2019-01-28 18:12:58+00:00,2019-01-28 00:00:00+00:00,38.93400192260742,-77.45592697806978,0.0,36.07365417480469,-115.1356887817383,556.26,KLAS,large_airport,McCarran International Airport,2181.0,US,US-NV,Las Vegas,LAS,LAS,"-115.1520004, 36.08010101"
20421,1898797,AAL1444,AA1444,ad8c4c,N972NN,B738,KJFK,KCLT,2019-01-28 13:41:01+00:00,2019-01-28 15:00:36+00:00,2019-01-28 00:00:00+00:00,40.65253306243379,-73.83611505681819,304.8,35.245490639896715,-80.83459732380318,2415.54,KCLT,large_airport,Charlotte Douglas International Airport,748.0,US,US-NC,Charlotte,CLT,CLT,"-80.94309997558594, 35.2140007019043"
20424,1899036,UAL2250,UA2250,a494eb,N39463,B739,KIAD,KLDJ,2019-01-28 13:45:36+00:00,2019-01-28 14:23:24+00:00,2019-01-28 00:00:00+00:00,38.93220520019531,-77.43635758109714,0.0,40.60975155587924,-74.21732815829193,403.86,KLDJ,small_airport,Linden Airport,23.0,US,US-NJ,Linden,LDJ,LDJ,"-74.2445983887, 40.617401123"
20428,1899144,UAL4,UA4,a92d6d,N69020,B772,EGLL,1TE2,2019-01-28 13:47:30+00:00,2019-01-28 23:40:24+00:00,2019-01-28 00:00:00+00:00,51.47744750976562,-0.4800579998944272,0.0,29.97720336914062,-94.98698515050552,1043.94,1TE2,small_airport,Flying F Ranch Airport,65.0,US,US-TX,Crosby,,1TE2,"-95.01689910888672, 29.986299514770508"
20443,1899508,UAL2089,UA2089,a4d99a,N411UA,A320,7PS7,KDEN,2019-01-28 13:53:31+00:00,2019-01-28 17:03:57+00:00,2019-01-28 00:00:00+00:00,40.54481118412341,-80.16686179421163,1219.2,39.84149997517214,-104.6416015625,1531.62,KDEN,large_airport,Denver International Airport,5431.0,US,US-CO,Denver,DEN,DEN,"-104.672996521, 39.861698150635"
20451,1899638,UAL935,UA935,a18cbb,N19951,B789,EGLL,KHHR,2019-01-28 13:55:42+00:00,2019-01-29 00:10:25+00:00,2019-01-29 00:00:00+00:00,51.477511131157314,-0.4827880859375,0.0,33.93895553330243,-118.366527557373,106.68,KHHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,66.0,US,US-CA,Hawthorne,HHR,HHR,"-118.334999, 33.922798"
20455,1899911,UAL2252,UA2252,a10e8b,N16732,B737,KIAH,KLDJ,2019-01-28 14:00:27+00:00,2019-01-28 21:11:47+00:00,2019-01-28 00:00:00+00:00,29.94938220007945,-95.34287109374998,304.8,40.58656311035156,-74.23211669921875,617.22,KLDJ,small_airport,Linden Airport,23.0,US,US-NJ,Linden,LDJ,LDJ,"-74.2445983887, 40.617401123"
20471,1900686,AAL1688,AA1688,a708b0,N552UW,A321,KONT,KPHX,2019-01-28 14:13:19+00:00,2019-01-28 15:00:15+00:00,2019-01-28 00:00:00+00:00,34.053909301757805,-117.568508848852,609.6,33.44084658865201,-112.0543250259088,449.58,KPHX,large_airport,Phoenix Sky Harbor International Airport,1135.0,US,US-AZ,Phoenix,PHX,PHX,"-112.01200103759766, 33.43429946899414"
20474,1900765,BAW44N,BA273,4006ad,G-CIVW,B744,EGLL,KSAN,2019-01-28 14:14:40+00:00,2019-01-29 00:40:29+00:00,2019-01-29 00:00:00+00:00,51.47744750976562,-0.4854027000633323,0.0,32.72909545898438,-117.17122192382809,53.34,KSAN,large_airport,San Diego International Airport,17.0,US,US-CA,San Diego,SAN,SAN,"-117.190002441, 32.7336006165"
20487,1901271,AAL2098,AA2098,a6cc45,N537UW,A321,KPHL,KORD,2019-01-28 14:23:00+00:00,2019-01-28 16:40:37+00:00,2019-01-28 00:00:00+00:00,39.87789916992188,-75.19843060037364,304.8,41.96910095214844,-87.83781571821731,541.02,KORD,large_airport,Chicago O'Hare International Airport,672.0,US,US-IL,Chicago,ORD,ORD,"-87.9048, 41.9786"
20492,1901351,AAL2052,AA2052,a6c88e,N536UW,A321,KORD,KAKH,2019-01-28 14:24:16+00:00,2019-01-28 15:42:10+00:00,2019-01-28 00:00:00+00:00,41.98393249511719,-87.8757060657848,609.6,35.25595092773438,-81.07172012329102,2537.46,KAKH,small_airport,Gastonia Municipal Airport,798.0,US,US-NC,Gastonia,,AKH,"-81.149902, 35.202598"
20496,1901514,AAL1516,AA1516,ac4a44,N891NN,B738,CYUL,KMIA,2019-01-28 14:27:04+00:00,2019-01-28 17:40:29+00:00,2019-01-28 00:00:00+00:00,45.42837369239936,-73.77553800257242,304.8,25.804883019398822,-80.25377957326062,106.68,KMIA,large_airport,Miami International Airport,8.0,US,US-FL,Miami,MIA,MIA,"-80.29060363769531, 25.79319953918457"
20498,1901668,AAL2425,AA2425,ad24ab,N946NN,B738,KPSP,KDFW,2019-01-28 14:29:22+00:00,2019-01-28 16:39:28+00:00,2019-01-28 00:00:00+00:00,33.831710815429695,-116.5094492386798,0.0,32.85563840704449,-97.05501634247446,281.94,KDFW,large_airport,Dallas Fort Worth International Airport,607.0,US,US-TX,Dallas-Fort Worth,DFW,DFW,"-97.038002, 32.896801"
20505,1901982,UAL977,UA977,a1e2c4,N220UA,B772,KEWR,KORD,2019-01-28 14:34:17+00:00,2019-01-28 16:58:20+00:00,2019-01-28 00:00:00+00:00,40.7156113446769,-74.14797696200287,304.8,41.96912345239672,-87.84316661745999,502.92,KORD,large_airport,Chicago O'Hare International Airport,672.0,US,US-IL,Chicago,ORD,ORD,"-87.9048, 41.9786"
20508,1902069,AAL1633,AA1633,aa0aab,N746UW,A319,KSAT,KPHX,2019-01-28 14:35:42+00:00,2019-01-28 16:47:16+00:00,2019-01-28 00:00:00+00:00,29.50959777832031,-98.43903174767128,609.6,33.428787231445305,-112.09432983398442,640.08,KPHX,large_airport,Phoenix Sky Harbor International Airport,1135.0,US,US-AZ,Phoenix,PHX,PHX,"-112.01200103759766, 33.43429946899414"
20510,1902153,DAL79,DL79,ab3d41,N823NW,A333,EHAM,KLAX,2019-01-28 14:36:57+00:00,2019-01-29 01:39:42+00:00,2019-01-29 00:00:00+00:00,52.31514358520508,4.754791259765625,0.0,33.95385224940413,-118.3842086791992,121.92,KLAX,large_airport,Los Angeles International Airport,125.0,US,US-CA,Los Angeles,LAX,LAX,"-118.407997, 33.942501"
20513,1902268,AAL1808,AA1808,a9034c,N680AW,A320,KLAS,KPHX,2019-01-28 14:38:50+00:00,2019-01-28 15:21:07+00:00,2019-01-28 00:00:00+00:00,36.07640153270657,-115.1293555726396,304.8,33.440872192382805,-112.0530212402344,464.82000000000016,KPHX,large_airport,Phoenix Sky Harbor International Airport,1135.0,US,US-AZ,Phoenix,PHX,PHX,"-112.01200103759766, 33.43429946899414"
20518,1902381,ASA1925,AS1925,a2e621,N286VA,A320,KLAX,KSFO,2019-01-28 14:40:49+00:00,2019-01-28 15:34:26+00:00,2019-01-28 00:00:00+00:00,33.938186645507805,-118.3961829360651,0.0,37.61425470901748,-122.3644090735394,-45.72,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
20520,1902404,ASA772,AS772,a22642,N238AK,B739,KSAN,KLDJ,2019-01-28 14:41:04+00:00,2019-01-28 19:24:57+00:00,2019-01-28 00:00:00+00:00,32.73202514648438,-117.1834716796875,-304.8,40.64173294326007,-74.1969160600142,243.84,KLDJ,small_airport,Linden Airport,23.0,US,US-NJ,Linden,LDJ,LDJ,"-74.2445983887, 40.617401123"
20527,1902703,AAL2535,AA2535,a0f1bb,N160AN,A321,KSAN,KDFW,2019-01-28 14:46:00+00:00,2019-01-28 17:03:57+00:00,2019-01-28 00:00:00+00:00,32.7361388125662,-117.20007448780292,0.0,32.853450451867054,-97.05484818439096,312.42,KDFW,large_airport,Dallas Fort Worth International Airport,607.0,US,US-TX,Dallas-Fort Worth,DFW,DFW,"-97.038002, 32.896801"
20528,1902725,BAW49,BA49,4005bf,G-VIIG,B772,EGLL,KSEA,2019-01-28 14:46:20+00:00,2019-01-28 23:47:55+00:00,2019-01-28 00:00:00+00:00,51.47758483886719,-0.4653600744298986,0.0,47.37995910644531,-122.3085250854492,304.8,KSEA,large_airport,Seattle Tacoma International Airport,433.0,US,US-WA,Seattle,SEA,SEA,"-122.308998, 47.449001"
20536,1903110,ASA12,AS12,a29551,N266AK,B739,KSEA,KBOS,2019-01-28 14:53:38+00:00,2019-01-28 19:33:46+00:00,2019-01-28 00:00:00+00:00,47.45400121656515,-122.3079035832332,0.0,42.346435546875,-71.01400201970881,15.24,KBOS,large_airport,General Edward Lawrence Logan International Airport,20.0,US,US-MA,Boston,BOS,BOS,"-71.00520325, 42.36429977"
20541,1903315,AAL1804,AA1804,ab7fee,N840AW,A319,KIAH,KCLT,2019-01-28 14:57:20+00:00,2019-01-28 16:50:45+00:00,2019-01-28 00:00:00+00:00,29.95724952827065,-95.34001464843747,304.8,35.26839434090307,-80.97116673246343,480.06,KCLT,large_airport,Charlotte Douglas International Airport,748.0,US,US-NC,Charlotte,CLT,CLT,"-80.94309997558594, 35.2140007019043"
20547,1903693,AAL1316,AA1316,a0b550,N145AN,A321,KDFW,KPDX,2019-01-28 15:03:56+00:00,2019-01-28 19:20:27+00:00,2019-01-28 00:00:00+00:00,32.88478010791843,-97.0508684430803,304.8,45.59689279329979,-122.6258926391602,-60.96,KPDX,large_airport,Portland International Airport,31.0,US,US-OR,Portland,PDX,PDX,"-122.5979996, 45.58869934"
20557,1904268,AAL2287,AA2287,ad6884,N963NN,B738,KAUS,KJFK,2019-01-28 15:13:56+00:00,2019-01-28 18:15:25+00:00,2019-01-28 00:00:00+00:00,30.17514038085938,-97.65698601217832,304.8,40.59567260742188,-73.79345703125,190.5,KJFK,large_airport,John F Kennedy International Airport,13.0,US,US-NY,New York,JFK,JFK,"-73.7789, 40.639801"
20563,1904386,AAL255,AA255,a033ae,N112AN,A321,KJFK,KLAX,2019-01-28 15:15:40+00:00,2019-01-28 20:55:28+00:00,2019-01-28 00:00:00+00:00,40.64593505859375,-73.7667236328125,0.0,33.93737275721663,-118.3826637268066,22.86,KLAX,large_airport,Los Angeles International Airport,125.0,US,US-CA,Los Angeles,LAX,LAX,"-118.407997, 33.942501"
20565,1904516,ASA1951,AS1951,ab8cda,N843VA,A320,KSAN,KSFO,2019-01-28 15:17:39+00:00,2019-01-28 16:21:58+00:00,2019-01-28 00:00:00+00:00,32.73513793945312,-117.1962158203125,0.0,37.61364952992584,-122.3629760742188,-45.72,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
20566,1904522,AAL2369,AA2369,ace5b6,N930AN,B738,KJFK,1AZ2,2019-01-28 15:17:43+00:00,2019-01-28 20:17:58+00:00,2019-01-28 00:00:00+00:00,40.64932095802436,-73.76389243386006,0.0,33.4408000364142,-112.11704799107142,777.24,1AZ2,small_airport,Paradise Air Park,1015.0,US,US-AZ,Tolleson,,1AZ2,"-112.18199920654297, 33.41170120239258"
20569,1904631,UAL1093,UA1093,a46d4a,N38454,B739,KDEN,KLAX,2019-01-28 15:19:30+00:00,2019-01-28 17:16:59+00:00,2019-01-28 00:00:00+00:00,39.86691284179688,-104.6964230744735,1524.0,33.937820434570305,-118.3785823899872,22.86,KLAX,large_airport,Los Angeles International Airport,125.0,US,US-CA,Los Angeles,LAX,LAX,"-118.407997, 33.942501"
20577,1905131,UAL540,UA540,aaa616,N78540,B738,KSFO,KIAH,2019-01-28 15:28:00+00:00,2019-01-28 18:29:22+00:00,2019-01-28 00:00:00+00:00,37.617839231329455,-122.3734250275985,-304.8,30.00736999511719,-95.22863051470593,571.5,KIAH,large_airport,George Bush Intercontinental Houston Airport,97.0,US,US-TX,Houston,IAH,IAH,"-95.34140014648438, 29.984399795532227"
20580,1905522,AAL1970,AA1970,a1804c,N196UW,A321,KPHL,1AZ2,2019-01-28 15:35:11+00:00,2019-01-28 20:43:53+00:00,2019-01-28 00:00:00+00:00,39.86659163135593,-75.24658203125,-304.8,33.46701049804688,-112.18447265625,1104.9,1AZ2,small_airport,Paradise Air Park,1015.0,US,US-AZ,Tolleson,,1AZ2,"-112.18199920654297, 33.41170120239258"
20592,1905780,ASA922,AS922,a5ec61,N481AS,B739,KSEA,KBWI,2019-01-28 15:39:32+00:00,2019-01-28 20:03:49+00:00,2019-01-28 00:00:00+00:00,47.47343444824219,-122.3080444335938,304.8,39.17831679521981,-76.75201416015625,320.04,KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,146.0,US,US-MD,Baltimore,BWI,BWI,"-76.668297, 39.1754"
20594,1905862,BAW22B,BA229,40688f,G-ZBJB,B788,EGLL,KBWI,2019-01-28 15:41:01+00:00,2019-01-28 23:38:35+00:00,2019-01-28 00:00:00+00:00,51.464755817995226,-0.4742431640625,0.0,39.1788288698358,-76.76239013671875,373.38,KBWI,large_airport,Baltimore/Washington International Thurgood Marshall Airport,146.0,US,US-MD,Baltimore,BWI,BWI,"-76.668297, 39.1754"
20595,1905899,ASA628,AS628,a5db2c,N477AS,B739,KSEA,KJFK,2019-01-28 15:41:40+00:00,2019-01-28 20:15:11+00:00,2019-01-28 00:00:00+00:00,47.457275390625,-122.307975769043,0.0,40.593017578125,-73.79559326171875,205.74,KJFK,large_airport,John F Kennedy International Airport,13.0,US,US-NY,New York,JFK,JFK,"-73.7789, 40.639801"
20614,1906528,ASA1902,AS1902,a8522b,N635VA,A320,KSFO,KLAS,2019-01-28 15:52:25+00:00,2019-01-28 16:54:50+00:00,2019-01-28 00:00:00+00:00,37.62482206700211,-122.37175319505768,0.0,36.07365417480469,-115.1382064819336,563.88,KLAS,large_airport,McCarran International Airport,2181.0,US,US-NV,Las Vegas,LAS,LAS,"-115.1520004, 36.08010101"
20624,1906905,DLH458,LH458,3c65a7,D-AIMG,A388,EDDM,KSFO,2019-01-28 15:58:52+00:00,2019-01-29 03:04:10+00:00,2019-01-29 00:00:00+00:00,48.36681747436523,11.82016225961538,304.8,37.61952209472656,-122.3713911340592,-22.86,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
20627,1907049,AAL431,AA431,a01567,N104UW,A320,KORL,KDCA,2019-01-28 16:01:14+00:00,2019-01-28 17:38:40+00:00,2019-01-28 00:00:00+00:00,28.54481506347656,-81.2577350323017,1219.2,38.82115173339844,-77.03469981317932,91.44,KDCA,large_airport,Ronald Reagan Washington National Airport,15.0,US,US-DC,Washington,DCA,DCA,"-77.037697, 38.8521"
20632,1907109,ASA644,AS644,a5f3cf,N483AS,B739,KPDX,KPHX,2019-01-28 16:02:18+00:00,2019-01-28 17:56:44+00:00,2019-01-28 00:00:00+00:00,45.58438110351562,-122.5690367163681,0.0,33.44084658865201,-112.09025480309307,624.84,KPHX,large_airport,Phoenix Sky Harbor International Airport,1135.0,US,US-AZ,Phoenix,PHX,PHX,"-112.01200103759766, 33.43429946899414"
20635,1907206,BAW269,BA269,406b21,G-XLEH,A388,EGLL,KLAX,2019-01-28 16:03:47+00:00,2019-01-29 02:28:28+00:00,2019-01-29 00:00:00+00:00,51.46480237023305,-0.4772186279296875,0.0,33.953340174788124,-118.3898162841797,91.44,KLAX,large_airport,Los Angeles International Airport,125.0,US,US-CA,Los Angeles,LAX,LAX,"-118.407997, 33.942501"
20636,1907216,ASA1001,AS1001,a4194d,N363VA,A320,KSFO,KDCA,2019-01-28 16:04:00+00:00,2019-01-28 20:40:26+00:00,2019-01-28 00:00:00+00:00,37.63119972358315,-122.3645284901494,0.0,38.78527625132415,-77.02325439453125,350.52,KDCA,large_airport,Ronald Reagan Washington National Airport,15.0,US,US-DC,Washington,DCA,DCA,"-77.037697, 38.8521"
20639,1907277,ASA1638,AS1638,a6a882,N528VA,A319,KPDX,KLAS,2019-01-28 16:05:01+00:00,2019-01-28 17:42:15+00:00,2019-01-28 00:00:00+00:00,45.58236849510063,-122.56430053710942,0.0,36.0736083984375,-115.12222614694151,586.74,KLAS,large_airport,McCarran International Airport,2181.0,US,US-NV,Las Vegas,LAS,LAS,"-115.1520004, 36.08010101"
20649,1907641,BAW31F,BA193,400610,G-VIIJ,B772,EGLL,KDFW,2019-01-28 16:10:07+00:00,2019-01-29 01:59:58+00:00,2019-01-29 00:00:00+00:00,51.46480237023305,-0.469818115234375,0.0,32.85656945180084,-97.05496028977996,251.46,KDFW,large_airport,Dallas Fort Worth International Airport,607.0,US,US-TX,Dallas-Fort Worth,DFW,DFW,"-97.038002, 32.896801"
20650,1907644,UAL922,UA922,aa2ba1,N75425,B739,KFLL,KSFO,2019-01-28 16:10:09+00:00,2019-01-28 22:09:27+00:00,2019-01-28 00:00:00+00:00,26.0768411927304,-80.1455277663011,-304.8,37.61737370895127,-122.3662600309952,-30.48,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
20654,1907759,AAL331,AA331,a0428a,N116AN,A321,KJFK,KHHR,2019-01-28 16:12:00+00:00,2019-01-28 21:46:56+00:00,2019-01-28 00:00:00+00:00,40.64785766601562,-73.7650146484375,0.0,33.94002623477225,-118.3566284179688,152.4,KHHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,66.0,US,US-CA,Hawthorne,HHR,HHR,"-118.334999, 33.922798"
20656,1907891,AAL1233,AA1233,ac97e4,N910NN,B738,27CL,KDFW,2019-01-28 16:14:05+00:00,2019-01-28 18:51:48+00:00,2019-01-28 00:00:00+00:00,38.72922735699152,-121.5729370117188,304.8,32.85647634732521,-97.05501634247446,327.66,KDFW,large_airport,Dallas Fort Worth International Airport,607.0,US,US-TX,Dallas-Fort Worth,DFW,DFW,"-97.038002, 32.896801"
20662,1908156,BAW297,BA297,4005bc,G-VIID,B772,EGLL,KORD,2019-01-28 16:18:42+00:00,2019-01-29 00:40:51+00:00,2019-01-29 00:00:00+00:00,51.46481323242188,-0.475084459459481,0.0,41.96910095214844,-87.84305919300425,449.58,KORD,large_airport,Chicago O'Hare International Airport,672.0,US,US-IL,Chicago,ORD,ORD,"-87.9048, 41.9786"
20667,1908381,ASA140,AS140,a657b9,N508AS,B738,PANC,KPDX,2019-01-28 16:22:38+00:00,2019-01-28 19:29:15+00:00,2019-01-28 00:00:00+00:00,61.176018149165785,-150.0013224283854,-304.8,45.5994873046875,-122.6326100419207,-38.1,KPDX,large_airport,Portland International Airport,31.0,US,US-OR,Portland,PDX,PDX,"-122.5979996, 45.58869934"
20673,1908520,SWR18,LX18,4b1880,HB-JHG,A333,LSZH,KLDJ,2019-01-28 16:24:57+00:00,2019-01-29 01:43:48+00:00,2019-01-29 00:00:00+00:00,47.46033232090836,8.558332003079927,304.8,40.60990905761719,-74.21710205078125,472.44,KLDJ,small_airport,Linden Airport,23.0,US,US-NJ,Linden,LDJ,LDJ,"-74.2445983887, 40.617401123"
20674,1908541,UAL1956,UA1956,a1cdd8,N215UA,B772,KIAH,KLAX,2019-01-28 16:25:10+00:00,2019-01-28 19:30:26+00:00,2019-01-28 00:00:00+00:00,29.92671126026218,-95.34490356445312,609.6,33.938071040783896,-118.3758544921875,45.72,KLAX,large_airport,Los Angeles International Airport,125.0,US,US-CA,Los Angeles,LAX,LAX,"-118.407997, 33.942501"
20676,1908575,UAL1739,UA1739,a288ff,N26210,B738,KORL,OI45,2019-01-28 16:25:43+00:00,2019-01-28 18:05:18+00:00,2019-01-28 00:00:00+00:00,28.56289672851562,-81.31456815279444,1524.0,41.24917602539062,-81.67559814453125,2468.88,OI45,small_airport,Shootz Field,1250.0,US,US-OH,Richfield,,OI45,"-81.65869903564453, 41.265098571777344"
20683,1908787,AAL1218,AA1218,add793,N991NN,B738,KDCA,KPHX,2019-01-28 16:29:22+00:00,2019-01-28 21:07:28+00:00,2019-01-28 00:00:00+00:00,38.8644150556144,-77.03948974609375,0.0,33.440753484176376,-111.97590730628193,419.1,KPHX,large_airport,Phoenix Sky Harbor International Airport,1135.0,US,US-AZ,Phoenix,PHX,PHX,"-112.01200103759766, 33.43429946899414"
20692,1909041,BAW275,BA275,400614,G-CIVL,B744,EGLL,KLAS,2019-01-28 16:33:46+00:00,2019-01-29 02:21:20+00:00,2019-01-29 00:00:00+00:00,51.46484892247086,-0.486602783203125,0.0,36.07369995117188,-115.1301956176758,586.74,KLAS,large_airport,McCarran International Airport,2181.0,US,US-NV,Las Vegas,LAS,LAS,"-115.1520004, 36.08010101"
20693,1909046,ASA1144,AS1144,ab9bb6,N847VA,A320,KSEA,KAUS,2019-01-28 16:33:52+00:00,2019-01-28 19:37:04+00:00,2019-01-28 00:00:00+00:00,47.45609606726695,-122.3077627328726,0.0,30.22217831369174,-97.67960815429689,251.46,KAUS,large_airport,Austin Bergstrom International Airport,542.0,US,US-TX,Austin,AUS,AUS,"-97.6698989868164, 30.194499969482422"
20699,1909244,AAL482,AA482,a708b0,N552UW,A321,KPHX,KDEN,2019-01-28 16:37:15+00:00,2019-01-28 18:02:58+00:00,2019-01-28 00:00:00+00:00,33.431024066472446,-111.9911536391901,304.8,39.83381652832031,-104.6604786748472,1554.48,KDEN,large_airport,Denver International Airport,5431.0,US,US-CO,Denver,DEN,DEN,"-104.672996521, 39.861698150635"
20702,1909430,UAL2409,UA2409,a81000,N61881,B739,KPHL,KORD,2019-01-28 16:40:10+00:00,2019-01-28 18:29:54+00:00,2019-01-28 00:00:00+00:00,39.87593078613281,-75.21974646526832,0.0,41.98388051178495,-87.86092358966205,457.2,KORD,large_airport,Chicago O'Hare International Airport,672.0,US,US-IL,Chicago,ORD,ORD,"-87.9048, 41.9786"
20704,1909448,ASA1578,AS1578,a2d745,N282VA,A320,KSEA,KVNY,2019-01-28 16:40:32+00:00,2019-01-28 18:39:54+00:00,2019-01-28 00:00:00+00:00,47.47895321603549,-122.30931208683891,304.8,34.19943237304688,-118.4768427634726,693.4200000000002,KVNY,medium_airport,Van Nuys Airport,802.0,US,US-CA,Van Nuys,VNY,VNY,"-118.48999786377, 34.209800720215"
20707,1909570,AAL1960,AA1960,acc76b,N922US,A321,KSFO,KCLT,2019-01-28 16:42:32+00:00,2019-01-28 20:48:25+00:00,2019-01-28 00:00:00+00:00,37.61888122558594,-122.372735206117,-304.8,35.280497922735705,-80.97227705285906,525.78,KCLT,large_airport,Charlotte Douglas International Airport,748.0,US,US-NC,Charlotte,CLT,CLT,"-80.94309997558594, 35.2140007019043"
20709,1909694,UAL2188,UA2188,a445ee,N37464,B739,KDEN,KPMP,2019-01-28 16:44:32+00:00,2019-01-28 19:55:39+00:00,2019-01-28 00:00:00+00:00,39.86842346191406,-104.6964230744735,1524.0,26.15789794921875,-80.00710541347286,1112.52,KPMP,small_airport,Pompano Beach Airpark,19.0,US,US-FL,Pompano Beach,PPM,PMP,"-80.111099243164, 26.247100830078"
20712,1909870,UAL768,UA768,a680ea,N518UA,B752,KSFO,KBOS,2019-01-28 16:47:32+00:00,2019-01-28 21:43:59+00:00,2019-01-28 00:00:00+00:00,37.62336730957031,-122.3697548724235,0.0,42.34776306152344,-71.01344021883881,7.62,KBOS,large_airport,General Edward Lawrence Logan International Airport,20.0,US,US-MA,Boston,BOS,BOS,"-71.00520325, 42.36429977"
20719,1910159,ASA16,AS16,a4ce21,N409AS,B739,KSEA,FD83,2019-01-28 16:52:12+00:00,2019-01-28 21:32:21+00:00,2019-01-28 00:00:00+00:00,47.45828402244438,-122.3077627328726,0.0,28.24729272874736,-81.3878496955423,914.4,FD83,small_airport,Stout Airport,65.0,US,US-FL,Kissimmee,,FD83,"-81.38400268554688, 28.25860023498535"
20726,1910587,ASA1952,AS1952,a86e85,N642VA,A320,KSFO,KSAN,2019-01-28 16:59:13+00:00,2019-01-28 18:08:12+00:00,2019-01-28 00:00:00+00:00,37.62663760427701,-122.3704396123472,0.0,32.72873700675318,-117.1698060327647,53.34,KSAN,large_airport,San Diego International Airport,17.0,US,US-CA,San Diego,SAN,SAN,"-117.190002441, 32.7336006165"
20727,1910649,ASA1935,AS1935,a82e63,N626VA,A320,KLAX,KSFO,2019-01-28 17:00:08+00:00,2019-01-28 17:53:52+00:00,2019-01-28 00:00:00+00:00,33.94770735401218,-118.4267234802246,0.0,37.61631774902344,-122.3637942050366,-53.34,KSFO,large_airport,San Francisco International Airport,13.0,US,US-CA,San Francisco,SFO,SFO,"-122.375, 37.61899948120117"
20736,1911072,AAL2030,AA2030,a95665,N700UW,A319,KDCA,KCLT,2019-01-28 17:06:34+00:00,2019-01-28 17:59:57+00:00,2019-01-28 00:00:00+00:00,38.86376953125,-77.03971531080163,0.0,35.2781982421875,-80.94074249267578,563.88,KCLT,large_airport,Charlotte Douglas International Airport,748.0,US,US-NC,Charlotte,CLT,CLT,"-80.94309997558594, 35.2140007019043"
20738,1911116,ASA1360,AS1360,accb2b,N923VA,A21N,KLAX,KBOS,2019-01-28 17:07:17+00:00,2019-01-28 21:59:58+00:00,2019-01-28 00:00:00+00:00,33.932327270507805,-118.459914849729,609.6,42.34358965340307,-71.0154333779978,38.1,KBOS,large_airport,General Edward Lawrence Logan International Airport,20.0,US,US-MA,Boston,BOS,BOS,"-71.00520325, 42.36429977"
